customer_key,recency,frequency,monetary,r,f,m,rfm_score,Segment
21239,197,1,7.28,2,1,1,211,Needs Attention
21240,299,1,119.97999999999999,1,1,3,113,Lost Customers
21241,248,1,78.97999999999999,2,1,2,212,Needs Attention
21242,307,1,78.97999999999999,1,1,2,112,Lost Customers
21243,160,1,14.98,3,1,1,311,Needs Attention
21244,223,1,49.97,2,1,2,212,Needs Attention
21245,205,1,22.93,2,1,1,211,Needs Attention
21246,118,1,1194.97,3,1,4,314,Needs Attention
21247,101,1,14.98,4,1,1,411,Recent Customers
21248,156,1,34.98,3,1,1,311,Needs Attention
21249,48,1,69.97,5,1,2,512,512
21250,264,1,14.98,2,1,1,211,Needs Attention
21251,165,2,191.27,3,5,3,353,353
21252,332,2,94.44999999999999,1,5,3,153,153
21253,111,1,1155.48,4,1,3,413,Recent Customers
21254,336,1,89.97,1,1,2,112,Lost Customers
21255,311,1,32.28,1,1,1,111,Lost Customers
21256,84,2,3917.5425,4,5,5,455,455
21257,92,2,4144.34,4,5,5,455,455
21258,91,2,3936.5425,4,5,5,455,455
21259,83,2,3907.5425,4,5,5,455,455
21260,108,1,14.98,4,1,1,411,Recent Customers
21261,269,1,69.97,2,1,2,212,Needs Attention
21262,38,1,68.97,5,1,2,512,512
21263,221,1,4.99,2,1,1,211,Needs Attention
21264,124,1,1120.49,3,1,3,313,Needs Attention
21265,131,1,1729.97,3,1,4,314,Needs Attention
21266,16,2,4525.0682,5,5,5,555,555
21267,128,1,1735.98,3,1,4,314,Needs Attention
21268,98,1,1725.98,4,1,4,414,Recent Customers
21269,99,1,1735.98,4,1,4,414,Recent Customers
21270,191,1,78.48,2,1,2,212,Needs Attention
21271,88,1,1728.27,4,1,4,414,Recent Customers
21272,16,2,4435.3796,5,5,5,555,555
21273,176,1,14.98,3,1,1,311,Needs Attention
21274,121,1,1197.97,3,1,4,314,Needs Attention
21275,89,1,1151.76,4,1,3,413,Recent Customers
21276,93,1,39.980000000000004,4,1,1,411,Recent Customers
21277,93,1,4.99,4,1,1,411,Recent Customers
21278,14,1,14.98,5,1,1,511,511
21279,165,1,4.99,3,1,1,311,Needs Attention
21280,34,1,39.47,5,1,1,511,511
21281,77,1,1129.48,4,1,3,413,Recent Customers
21282,96,1,1120.49,4,1,3,413,Recent Customers
21283,274,1,124.94000000000001,1,1,3,113,Lost Customers
21284,20,2,3223.5782,5,5,4,554,554
21285,242,1,14.98,2,1,1,211,Needs Attention
21286,59,1,68.97,4,1,2,412,Recent Customers
21287,151,1,44.980000000000004,3,1,2,312,Needs Attention
21288,261,1,14.98,2,1,1,211,Needs Attention
21289,62,1,1763.97,4,1,4,414,Recent Customers
21290,57,1,23.97,5,1,1,511,511
21291,25,1,1735.98,5,1,4,514,514
21292,133,1,14.98,3,1,1,311,Needs Attention
21293,27,1,1763.97,5,1,4,514,514
21294,276,1,9.99,1,1,1,111,Lost Customers
21295,66,1,56.97,4,1,2,412,Recent Customers
21296,6,1,99.96000000000001,5,1,3,513,513
21297,28,1,1735.98,5,1,4,514,514
21298,293,1,93.46000000000001,1,1,3,113,Lost Customers
21299,316,1,78.48,1,1,2,112,Lost Customers
21300,364,1,1120.49,1,1,3,113,Lost Customers
21301,4,1,14.98,5,1,1,511,511
21302,236,1,69.97,2,1,2,212,Needs Attention
21303,169,1,68.97,3,1,2,312,Needs Attention
21304,236,1,23.97,2,1,1,211,Needs Attention
21305,25,2,3204.5782,5,5,4,554,554
21306,39,1,4.99,5,1,1,511,511
21307,289,1,23.97,1,1,1,111,Lost Customers
21308,35,1,81.46000000000001,5,1,2,512,512
21309,338,1,1183.47,1,1,4,114,Lost Customers
21310,317,1,1120.49,1,1,3,113,Lost Customers
21311,18,2,4472.5782,5,5,5,555,555
21312,167,1,94.97,3,1,3,313,Needs Attention
21313,238,1,1155.48,2,1,3,213,Needs Attention
21314,18,1,9.99,5,1,1,511,511
21315,215,1,1189.46,2,1,4,214,Needs Attention
21316,92,1,68.97,4,1,2,412,Recent Customers
21317,203,1,108.95,2,1,3,213,Needs Attention
21318,107,1,36.96,4,1,1,411,Recent Customers
21319,46,1,23.97,5,1,1,511,511
21320,119,1,99.96000000000001,3,1,3,313,Needs Attention
21321,304,1,49.97,1,1,2,112,Lost Customers
21322,145,1,14.98,3,1,1,311,Needs Attention
21323,208,1,1120.49,2,1,3,213,Needs Attention
21324,268,1,68.97,2,1,2,212,Needs Attention
21325,264,1,69.97,2,1,2,212,Needs Attention
21326,210,1,1179.97,2,1,4,214,Needs Attention
21327,207,1,1120.49,2,1,3,213,Needs Attention
21328,189,1,49.97,3,1,2,312,Needs Attention
21329,94,1,1179.47,4,1,4,414,Recent Customers
21330,88,1,1120.49,4,1,3,413,Recent Customers
21331,367,2,2670.8896000000004,1,5,4,154,154
21332,338,2,2616.8581999999997,1,5,4,154,154
21333,187,1,1174.48,3,1,4,314,Needs Attention
21334,162,1,1155.48,3,1,3,313,Needs Attention
21335,162,1,1183.47,3,1,4,314,Needs Attention
21336,273,2,2628.3496000000005,1,5,4,154,154
21337,146,1,49.97,3,1,2,312,Needs Attention
21338,153,1,23.97,3,1,1,311,Needs Attention
21339,344,1,39.980000000000004,1,1,1,111,Lost Customers
21340,249,1,22.93,2,1,1,211,Needs Attention
21341,10,1,14.98,5,1,1,511,511
21342,159,1,1155.48,3,1,3,313,Needs Attention
21343,136,1,1170.48,3,1,4,314,Needs Attention
21344,120,1,1155.48,3,1,3,313,Needs Attention
21345,158,1,29.93,3,1,1,311,Needs Attention
21346,183,1,14.98,3,1,1,311,Needs Attention
21347,0,1,4.99,5,1,1,511,511
21348,33,2,4392.0181999999995,5,5,5,555,555
21349,367,2,2989.3796,1,5,4,154,154
21350,324,1,69.97,1,1,2,112,Lost Customers
21351,78,1,17.27,4,1,1,411,Recent Customers
21352,279,2,2625.3896000000004,1,5,4,154,154
21353,183,1,44.980000000000004,3,1,2,312,Needs Attention
21354,283,2,2646.3996,1,5,4,154,154
21355,104,1,1184.46,4,1,4,414,Recent Customers
21356,81,1,1174.48,4,1,4,414,Recent Customers
21357,106,1,1205.47,4,1,4,414,Recent Customers
21358,294,1,9.99,1,1,1,111,Lost Customers
21359,237,2,3032.31,2,5,4,254,254
21360,126,1,93.97,3,1,3,313,Needs Attention
21361,258,2,2997.3199999999997,2,5,4,254,254
21362,4,1,93.97,5,1,3,513,513
21363,261,1,4.99,2,1,1,211,Needs Attention
21364,1,1,7.28,5,1,1,511,511
21365,261,1,7.28,2,1,1,211,Needs Attention
21366,346,1,39.980000000000004,1,1,1,111,Lost Customers
21367,326,1,7.28,1,1,1,111,Lost Customers
21368,198,1,14.98,2,1,1,211,Needs Attention
21369,106,1,1155.48,4,1,3,413,Recent Customers
21370,181,1,39.980000000000004,3,1,1,311,Needs Attention
21371,191,1,7.28,2,1,1,211,Needs Attention
21372,145,1,74.96000000000001,3,1,2,312,Needs Attention
21373,307,1,15.23,1,1,1,111,Lost Customers
21374,308,1,7.28,1,1,1,111,Lost Customers
21375,317,1,39.980000000000004,1,1,1,111,Lost Customers
21376,141,1,4.99,3,1,1,311,Needs Attention
21377,223,1,69.99,2,1,2,212,Needs Attention
21378,180,1,78.97999999999999,3,1,2,312,Needs Attention
21379,237,2,2992.33,2,5,4,254,254
21380,256,2,2735.5325000000003,2,5,4,254,254
21381,61,1,69.99,4,1,2,412,Recent Customers
21382,338,1,69.99,1,1,2,112,Lost Customers
21383,74,1,69.99,4,1,2,412,Recent Customers
21384,235,2,2921.0225,2,5,4,254,254
21385,26,1,608.96,5,1,3,513,513
21386,18,1,539.99,5,1,3,513,513
21387,230,2,2745.3325,2,5,4,254,254
21388,90,1,1179.47,4,1,4,414,Recent Customers
21389,256,2,2770.5225,2,5,4,254,254
21390,36,1,32.28,5,1,1,511,511
21391,342,1,29.99,1,1,1,111,Lost Customers
21392,57,1,29.99,5,1,1,511,511
21393,121,2,4925.17,3,5,5,355,355
21394,125,2,4657.5125,3,5,5,355,355
21395,11,1,98.97,5,1,3,513,513
21396,103,1,1170.48,4,1,4,414,Recent Customers
21397,180,1,49.97,3,1,2,312,Needs Attention
21398,49,1,23.97,5,1,1,511,511
21399,76,1,9.99,4,1,1,411,Recent Customers
21400,239,2,2688.8896000000004,2,5,4,254,254
21401,92,1,1174.48,4,1,4,414,Recent Customers
21402,119,2,4624.9125,3,5,5,355,355
21403,115,2,4895.69,4,5,5,455,455
21404,132,2,4684.3925,3,5,5,355,355
21405,200,1,74.98,2,1,2,212,Needs Attention
21406,301,1,74.98,1,1,2,112,Lost Customers
21407,350,1,42.28,1,1,2,112,Lost Customers
21408,133,2,4624.9125,3,5,5,355,355
21409,264,1,35.0,2,1,1,211,Needs Attention
21410,60,1,1155.48,4,1,3,413,Recent Customers
21411,47,1,1147.77,5,1,3,513,513
21412,342,1,59.980000000000004,1,1,2,112,Lost Customers
21413,203,1,14.98,2,1,1,211,Needs Attention
21414,18,1,14.98,5,1,1,511,511
21415,94,1,49.97,4,1,2,412,Recent Customers
21416,84,1,1155.48,4,1,3,413,Recent Customers
21417,84,1,1155.48,4,1,3,413,Recent Customers
21418,112,2,4659.9025,4,5,5,455,455
21419,236,1,64.97,2,1,2,212,Needs Attention
21420,75,1,78.48,4,1,2,412,Recent Customers
21421,175,1,99.96000000000001,3,1,3,313,Needs Attention
21422,72,1,1184.46,4,1,4,414,Recent Customers
21423,121,2,2888.5582,3,5,4,354,354
21424,96,1,1170.48,4,1,4,414,Recent Customers
21425,190,1,9.99,3,1,1,311,Needs Attention
21426,88,1,1149.47,4,1,3,413,Recent Customers
21427,46,1,1155.48,5,1,3,513,513
21428,52,1,1155.48,5,1,3,513,513
21429,26,1,1174.48,5,1,4,514,514
21430,121,1,74.46000000000001,3,1,2,312,Needs Attention
21431,18,1,56.97,5,1,2,512,512
21432,313,1,14.98,1,1,1,111,Lost Customers
21433,147,1,68.97,3,1,2,312,Needs Attention
21434,18,1,1183.47,5,1,4,514,514
21435,26,1,1170.48,5,1,4,514,514
21436,18,1,1193.95,5,1,4,514,514
21437,21,1,1136.76,5,1,3,513,513
21438,368,1,561.48,1,1,3,113,Lost Customers
21439,372,1,539.99,1,1,3,113,Lost Customers
21440,380,1,562.96,1,1,3,113,Lost Customers
21441,7,1,7.28,5,1,1,511,511
21442,336,1,14.98,1,1,1,111,Lost Customers
21443,321,1,49.97,1,1,2,112,Lost Customers
21444,233,1,22.93,2,1,1,211,Needs Attention
21445,319,1,113.47,1,1,3,113,Lost Customers
21446,249,1,54.980000000000004,2,1,2,212,Needs Attention
21447,187,1,21.98,3,1,1,311,Needs Attention
21448,358,1,564.48,1,1,3,113,Lost Customers
21449,239,1,14.98,2,1,1,211,Needs Attention
21450,76,1,59.980000000000004,4,1,2,412,Recent Customers
21451,203,1,23.97,2,1,1,211,Needs Attention
21452,198,1,49.97,2,1,2,212,Needs Attention
21453,311,1,36.96,1,1,1,111,Lost Customers
21454,76,1,9.99,4,1,1,411,Recent Customers
21455,246,1,14.98,2,1,1,211,Needs Attention
21456,251,1,103.96000000000001,2,1,3,213,Needs Attention
21457,108,1,69.97,4,1,2,412,Recent Customers
21458,212,1,49.97,2,1,2,212,Needs Attention
21459,332,1,14.98,1,1,1,111,Lost Customers
21460,175,1,14.98,3,1,1,311,Needs Attention
21461,75,1,141.98,4,1,3,413,Recent Customers
21462,26,1,49.97,5,1,2,512,512
21463,159,1,23.97,3,1,1,311,Needs Attention
21464,53,1,76.97,5,1,2,512,512
21465,368,1,574.98,1,1,3,113,Lost Customers
21466,355,1,556.26,1,1,3,113,Lost Customers
21467,117,1,23.97,4,1,1,411,Recent Customers
21468,122,1,64.98,3,1,2,312,Needs Attention
21469,368,1,588.96,1,1,3,113,Lost Customers
21470,360,1,562.96,1,1,3,113,Lost Customers
21471,284,1,31.97,1,1,1,111,Lost Customers
21472,314,1,49.97,1,1,2,112,Lost Customers
21473,119,1,78.48,3,1,2,312,Needs Attention
21474,323,1,44.980000000000004,1,1,2,112,Lost Customers
21475,77,1,1147.77,4,1,3,413,Recent Customers
21476,82,1,1197.41,4,1,4,414,Recent Customers
21477,206,1,23.97,2,1,1,211,Needs Attention
21478,92,1,1155.48,4,1,3,413,Recent Customers
21479,83,1,1149.47,4,1,3,413,Recent Customers
21480,18,1,39.980000000000004,5,1,1,511,511
21481,128,1,9.99,3,1,1,311,Needs Attention
21482,106,1,1129.48,4,1,3,413,Recent Customers
21483,89,1,1205.47,4,1,4,414,Recent Customers
21484,96,1,1120.49,4,1,3,413,Recent Customers
21485,85,1,1149.47,4,1,3,413,Recent Customers
21486,106,1,1155.48,4,1,3,413,Recent Customers
21487,362,1,548.98,1,1,3,113,Lost Customers
21488,366,1,638.95,1,1,3,113,Lost Customers
21489,127,1,7.28,3,1,1,311,Needs Attention
21490,51,1,7.28,5,1,1,511,511
21491,92,1,1174.48,4,1,4,414,Recent Customers
21492,227,1,14.98,2,1,1,211,Needs Attention
21493,31,1,68.97,5,1,2,512,512
21494,155,1,7.28,3,1,1,311,Needs Attention
21495,16,1,23.97,5,1,1,511,511
21496,324,1,14.98,1,1,1,111,Lost Customers
21497,36,1,89.46000000000001,5,1,2,512,512
21498,60,1,134.98,4,1,3,413,Recent Customers
21499,71,1,99.96000000000001,4,1,3,413,Recent Customers
21500,329,1,22.93,1,1,1,111,Lost Customers
21501,369,2,2661.3996,1,5,4,154,154
21502,91,1,49.97,4,1,2,412,Recent Customers
21503,54,1,49.97,5,1,2,512,512
21504,89,1,1155.48,4,1,3,413,Recent Customers
21505,44,1,2354.9799999999996,5,1,4,514,514
21506,26,1,2369.9599999999996,5,1,4,514,514
21507,343,1,24.99,1,1,1,111,Lost Customers
21508,32,2,3152.95,5,5,4,554,554
21509,22,2,3117.96,5,5,4,554,554
21510,286,1,128.95,1,1,3,113,Lost Customers
21511,181,1,32.27,3,1,1,311,Needs Attention
21512,111,1,24.99,4,1,1,411,Recent Customers
21513,146,1,119.96000000000001,3,1,3,313,Needs Attention
21514,227,1,69.97,2,1,2,212,Needs Attention
21515,221,1,49.48,2,1,2,212,Needs Attention
21516,33,2,3102.25,5,5,4,554,554
21517,43,2,3172.9699999999993,5,5,4,554,554
21518,177,1,144.45,3,1,3,313,Needs Attention
21519,216,1,69.97,2,1,2,212,Needs Attention
21520,74,1,32.269999999999996,4,1,1,411,Recent Customers
21521,150,1,42.93,3,1,2,312,Needs Attention
21522,195,1,123.96000000000001,2,1,3,213,Needs Attention
21523,0,1,38.98,5,1,1,511,511
21524,0,1,114.96000000000001,5,1,3,513,513
21525,331,1,32.27,1,1,1,111,Lost Customers
21526,144,1,29.99,3,1,1,311,Needs Attention
21527,18,1,2294.99,5,1,4,514,514
21528,47,1,34.98,5,1,1,511,511
21529,50,1,29.99,5,1,1,511,511
21530,158,1,128.95,3,1,3,313,Needs Attention
21531,3,1,56.96,5,1,2,512,512
21532,21,1,2399.95,5,1,4,514,514
21533,193,1,40.22,2,1,2,212,Needs Attention
21534,376,2,1622.45,1,5,4,154,154
21535,61,1,69.97,4,1,2,412,Recent Customers
21536,117,1,78.96000000000001,4,1,2,412,Recent Customers
21537,35,1,2319.99,5,1,4,514,514
21538,24,1,2369.9599999999996,5,1,4,514,514
21539,108,1,34.98,4,1,1,411,Recent Customers
21540,188,2,1602.47,3,5,4,354,354
21541,129,1,149.98,3,1,3,313,Needs Attention
21542,36,1,2329.9799999999996,5,1,4,514,514
21543,169,1,37.27,3,1,1,311,Needs Attention
21544,67,1,29.979999999999997,4,1,1,411,Recent Customers
21545,193,2,1631.46,2,5,4,254,254
21546,105,1,4.99,4,1,1,411,Recent Customers
21547,136,1,72.96,3,1,2,312,Needs Attention
21548,116,1,36.93,4,1,1,411,Recent Customers
21549,315,1,98.96000000000001,1,1,3,113,Lost Customers
21550,157,1,58.980000000000004,3,1,2,312,Needs Attention
21551,164,1,29.99,3,1,1,311,Needs Attention
21552,115,2,4624.9125,4,5,5,455,455
21553,130,2,4666.5025000000005,3,5,5,355,355
21554,141,1,74.98,3,1,2,312,Needs Attention
21555,123,2,4715.4925,3,5,5,355,355
21556,122,2,4930.68,3,5,5,355,355
21557,112,2,4886.7,4,5,5,455,455
21558,129,2,4919.299999999999,3,5,5,355,355
21559,118,2,4900.68,3,5,5,355,355
21560,120,2,4702.3925,3,5,5,355,355
21561,137,2,4947.78,3,5,5,355,355
21562,91,2,4632.862499999999,4,5,5,455,455
21563,318,1,39.99,1,1,2,112,Lost Customers
21564,248,1,74.98,2,1,2,212,Needs Attention
21565,330,1,48.980000000000004,1,1,2,112,Lost Customers
21566,323,1,42.28,1,1,2,112,Lost Customers
21567,79,2,4973.28,4,5,5,455,455
21568,77,2,4659.8025,4,5,5,455,455
21569,84,2,4960.16,4,5,5,455,455
21570,78,2,4705.4825,4,5,5,455,455
21571,105,2,4624.9125,4,5,5,455,455
21572,82,2,4659.9025,4,5,5,455,455
21573,157,1,61.97,3,1,2,312,Needs Attention
21574,335,1,124.45,1,1,3,113,Lost Customers
21575,379,1,548.98,1,1,3,113,Lost Customers
21576,353,1,548.98,1,1,3,113,Lost Customers
21577,41,1,39.980000000000004,5,1,1,511,511
21578,140,1,17.27,3,1,1,311,Needs Attention
21579,224,1,14.98,2,1,1,211,Needs Attention
21580,216,1,44.910000000000004,2,1,2,212,Needs Attention
21581,341,1,24.27,1,1,1,111,Lost Customers
21582,256,2,2638.0582,2,5,4,254,254
21583,89,1,1214.46,4,1,4,414,Recent Customers
21584,98,1,1155.48,4,1,3,413,Recent Customers
21585,79,1,1179.97,4,1,4,414,Recent Customers
21586,82,1,1120.49,4,1,3,413,Recent Customers
21587,77,1,1155.48,4,1,3,413,Recent Customers
21588,64,1,1174.48,4,1,4,414,Recent Customers
21589,239,2,2589.0882,2,5,4,254,254
21590,64,1,1169.46,4,1,4,414,Recent Customers
21591,22,1,69.97,5,1,2,512,512
21592,78,1,23.97,4,1,1,411,Recent Customers
21593,68,1,1155.48,4,1,3,413,Recent Customers
21594,68,1,1169.97,4,1,4,414,Recent Customers
21595,247,2,2649.5582,2,5,4,254,254
21596,53,1,1155.48,5,1,3,513,513
21597,359,1,561.48,1,1,3,113,Lost Customers
21598,60,1,1120.49,4,1,3,413,Recent Customers
21599,69,1,1170.48,4,1,4,414,Recent Customers
21600,378,1,563.77,1,1,3,113,Lost Customers
21601,327,1,589.96,1,1,3,113,Lost Customers
21602,342,1,548.98,1,1,3,113,Lost Customers
21603,344,1,567.76,1,1,3,113,Lost Customers
21604,60,1,1179.97,4,1,4,414,Recent Customers
21605,70,1,1179.47,4,1,4,414,Recent Customers
21606,68,1,1155.48,4,1,3,413,Recent Customers
21607,62,1,1120.49,4,1,3,413,Recent Customers
21608,325,1,574.98,1,1,3,113,Lost Customers
21609,343,1,553.97,1,1,3,113,Lost Customers
21610,320,1,548.98,1,1,3,113,Lost Customers
21611,323,1,617.47,1,1,3,113,Lost Customers
21612,182,1,14.98,3,1,1,311,Needs Attention
21613,208,2,2610.5782,2,5,4,254,254
21614,209,2,2589.0882,2,5,4,254,254
21615,70,1,1155.48,4,1,3,413,Recent Customers
21616,271,1,68.97,2,1,2,212,Needs Attention
21617,4,1,14.98,5,1,1,511,511
21618,346,2,2611.0681999999997,1,5,4,154,154
21619,330,1,556.26,1,1,3,113,Lost Customers
21620,200,2,2620.3996,2,5,4,254,254
21621,191,2,2616.8581999999997,2,5,4,254,254
21622,120,2,2612.0582,3,5,4,354,354
21623,27,1,9.99,5,1,1,511,511
21624,248,1,49.97,2,1,2,212,Needs Attention
21625,155,1,68.97,3,1,2,312,Needs Attention
21626,124,1,134.98,3,1,3,313,Needs Attention
21627,202,1,17.27,2,1,1,211,Needs Attention
21628,130,1,77.96000000000001,3,1,2,312,Needs Attention
21629,85,2,2624.0782,4,5,4,454,454
21630,334,1,14.98,1,1,1,111,Lost Customers
21631,183,1,7.28,3,1,1,311,Needs Attention
21632,279,1,14.98,1,1,1,111,Lost Customers
21633,296,1,64.98,1,1,2,112,Lost Customers
21634,116,1,49.97,4,1,2,412,Recent Customers
21635,206,1,73.96000000000001,2,1,2,212,Needs Attention
21636,172,1,14.98,3,1,1,311,Needs Attention
21637,61,1,1155.48,4,1,3,413,Recent Customers
21638,67,1,1170.48,4,1,4,414,Recent Customers
21639,155,1,9.99,3,1,1,311,Needs Attention
21640,177,1,123.96000000000001,3,1,3,313,Needs Attention
21641,47,1,1120.49,5,1,3,513,513
21642,88,2,2620.3996,4,5,4,454,454
21643,49,1,1170.48,5,1,4,514,514
21644,52,1,1145.48,5,1,3,513,513
21645,62,1,1183.47,4,1,4,414,Recent Customers
21646,329,1,563.77,1,1,3,113,Lost Customers
21647,337,1,608.96,1,1,3,113,Lost Customers
21648,334,1,548.98,1,1,3,113,Lost Customers
21649,329,1,553.97,1,1,3,113,Lost Customers
21650,332,1,553.97,1,1,3,113,Lost Customers
21651,309,1,608.96,1,1,3,113,Lost Customers
21652,348,2,2646.0582,1,5,4,154,154
21653,290,1,588.96,1,1,3,113,Lost Customers
21654,303,1,603.96,1,1,3,113,Lost Customers
21655,295,2,2648.0681999999997,1,5,4,154,154
21656,150,1,56.97,3,1,2,312,Needs Attention
21657,266,1,14.98,2,1,1,211,Needs Attention
21658,93,2,2641.8896000000004,4,5,4,454,454
21659,70,2,4143.74,4,5,5,455,455
21660,53,1,1134.47,5,1,3,513,513
21661,200,1,58.980000000000004,2,1,2,212,Needs Attention
21662,266,1,21.49,2,1,1,211,Needs Attention
21663,147,1,39.980000000000004,3,1,1,311,Needs Attention
21664,71,1,60.47,4,1,2,412,Recent Customers
21665,267,1,553.97,2,1,3,213,Needs Attention
21666,111,1,828.47,4,1,3,413,Recent Customers
21667,103,1,819.48,4,1,3,413,Recent Customers
21668,206,2,2518.9700000000003,2,5,4,254,254
21669,174,2,2483.98,3,5,4,354,354
21670,124,1,147.77,3,1,3,313,Needs Attention
21671,268,1,628.97,2,1,3,213,Needs Attention
21672,18,1,1155.48,5,1,3,513,513
21673,260,1,638.95,2,1,3,213,Needs Attention
21674,77,1,4.99,4,1,1,411,Recent Customers
21675,6,1,99.96,5,1,3,513,513
21676,16,1,23.779999999999998,5,1,1,511,511
21677,76,1,21.49,4,1,1,411,Recent Customers
21678,310,1,42.93,1,1,2,112,Lost Customers
21679,184,1,1700.99,3,1,4,314,Needs Attention
21680,313,1,48.970000000000006,1,1,2,112,Lost Customers
21681,88,1,799.42,4,1,3,413,Recent Customers
21682,100,1,7.28,4,1,1,411,Recent Customers
21683,196,1,1779.47,2,1,4,214,Needs Attention
21684,155,1,60.470000000000006,3,1,2,312,Needs Attention
21685,48,1,1205.47,5,1,4,514,514
21686,178,1,9.99,3,1,1,311,Needs Attention
21687,86,1,23.97,4,1,1,411,Recent Customers
21688,307,1,14.98,1,1,1,111,Lost Customers
21689,61,1,14.98,4,1,1,411,Recent Customers
21690,270,1,93.97,2,1,3,213,Needs Attention
21691,258,1,39.980000000000004,2,1,1,211,Needs Attention
21692,185,1,14.98,3,1,1,311,Needs Attention
21693,227,1,44.980000000000004,2,1,2,212,Needs Attention
21694,121,1,49.97,3,1,2,312,Needs Attention
21695,47,1,1169.46,5,1,4,514,514
21696,15,1,68.97,5,1,2,512,512
21697,84,1,14.98,4,1,1,411,Recent Customers
21698,302,1,14.98,1,1,1,111,Lost Customers
21699,75,1,1158.96,4,1,4,414,Recent Customers
21700,75,1,1174.48,4,1,4,414,Recent Customers
21701,219,1,77.92,2,1,2,212,Needs Attention
21702,104,2,91.94,4,5,2,452,452
21703,12,2,43.959999999999994,5,5,2,552,552
21704,62,1,1151.76,4,1,3,413,Recent Customers
21705,39,1,49.97,5,1,2,512,512
21706,143,1,99.96000000000001,3,1,3,313,Needs Attention
21707,83,1,14.98,4,1,1,411,Recent Customers
21708,162,1,49.97,3,1,2,312,Needs Attention
21709,71,1,1155.48,4,1,3,413,Recent Customers
21710,65,2,4187.23,4,5,5,455,455
21711,69,1,1179.97,4,1,4,414,Recent Customers
21712,252,1,68.97,2,1,2,212,Needs Attention
21713,231,1,14.98,2,1,1,211,Needs Attention
21714,13,1,64.97,5,1,2,512,512
21715,335,1,14.98,1,1,1,111,Lost Customers
21716,126,1,14.98,3,1,1,311,Needs Attention
21717,0,1,44.980000000000004,5,1,2,512,512
21718,140,1,22.93,3,1,1,311,Needs Attention
21719,74,1,99.96000000000001,4,1,3,413,Recent Customers
21720,327,1,14.98,1,1,1,111,Lost Customers
21721,92,1,14.98,4,1,1,411,Recent Customers
21722,64,1,14.98,4,1,1,411,Recent Customers
21723,52,1,1205.47,5,1,4,514,514
21724,185,1,14.98,3,1,1,311,Needs Attention
21725,185,1,4.99,3,1,1,311,Needs Attention
21726,183,1,41.95,3,1,2,312,Needs Attention
21727,48,2,4132.24,5,5,5,555,555
21728,74,1,1205.47,4,1,4,414,Recent Customers
21729,109,1,49.97,4,1,2,412,Recent Customers
21730,40,1,17.27,5,1,1,511,511
21731,24,1,14.98,5,1,1,511,511
21732,91,1,83.47,4,1,2,412,Recent Customers
21733,29,1,14.98,5,1,1,511,511
21734,11,1,14.98,5,1,1,511,511
21735,17,1,94.46000000000001,5,1,3,513,513
21736,58,1,94.97,4,1,3,413,Recent Customers
21737,71,1,60.47,4,1,2,412,Recent Customers
21738,40,1,69.97,5,1,2,512,512
21739,284,1,37.269999999999996,1,1,1,111,Lost Customers
21740,7,1,131.44,5,1,3,513,513
21741,317,2,4127.25,1,5,5,155,155
21742,259,1,30.97,2,1,1,211,Needs Attention
21743,259,1,49.97,2,1,2,212,Needs Attention
21744,106,1,49.97,4,1,2,412,Recent Customers
21745,156,1,71.95,3,1,2,312,Needs Attention
21746,53,1,1174.48,5,1,4,514,514
21747,319,1,539.99,1,1,3,113,Lost Customers
21748,315,1,600.46,1,1,3,113,Lost Customers
21749,50,1,1155.48,5,1,3,513,513
21750,286,1,68.97,1,1,2,112,Lost Customers
21751,143,1,49.97,3,1,2,312,Needs Attention
21752,39,1,7.28,5,1,1,511,511
21753,258,1,78.48,2,1,2,212,Needs Attention
21754,119,1,14.98,3,1,1,311,Needs Attention
21755,90,1,14.98,4,1,1,411,Recent Customers
21756,318,1,553.97,1,1,3,113,Lost Customers
21757,2,1,74.46000000000001,5,1,2,512,512
21758,92,1,14.98,4,1,1,411,Recent Customers
21759,28,1,64.47,5,1,2,512,512
21760,100,1,49.97,4,1,2,412,Recent Customers
21761,181,1,134.98,3,1,3,313,Needs Attention
21762,347,1,78.96000000000001,1,1,2,112,Lost Customers
21763,60,1,49.97,4,1,2,412,Recent Customers
21764,295,1,7.28,1,1,1,111,Lost Customers
21765,219,1,78.48,2,1,2,212,Needs Attention
21766,309,1,539.99,1,1,3,113,Lost Customers
21767,163,1,124.45,3,1,3,313,Needs Attention
21768,274,2,4118.26,1,5,5,155,155
21769,316,1,603.49,1,1,3,113,Lost Customers
21770,178,1,23.97,3,1,1,311,Needs Attention
21771,186,1,22.93,3,1,1,311,Needs Attention
21772,114,1,23.97,4,1,1,411,Recent Customers
21773,231,1,14.98,2,1,1,211,Needs Attention
21774,32,1,49.97,5,1,2,512,512
21775,288,1,69.97,1,1,2,112,Lost Customers
21776,256,1,23.97,2,1,1,211,Needs Attention
21777,50,1,180.98,5,1,3,513,513
21778,87,1,14.98,4,1,1,411,Recent Customers
21779,25,1,14.98,5,1,1,511,511
21780,282,1,77.92,1,1,2,112,Lost Customers
21781,70,1,1174.48,4,1,4,414,Recent Customers
21782,260,1,49.97,2,1,2,212,Needs Attention
21783,322,1,49.97,1,1,2,112,Lost Customers
21784,244,1,49.97,2,1,2,212,Needs Attention
21785,52,1,1155.48,5,1,3,513,513
21786,137,1,119.96000000000001,3,1,3,313,Needs Attention
21787,328,1,17.27,1,1,1,111,Lost Customers
